datetime,symbol,open,high,low,close,volume
2023-05-03 09:15:00,NSE:HDFCBANK,1685.0,1686.95,1679.65,1685.4,1033285.0
2023-05-03 09:45:00,NSE:HDFCBANK,1685.4,1687.85,1683.5,1684.3,585593.0
2023-05-03 10:15:00,NSE:HDFCBANK,1684.3,1692.65,1684.25,1690.55,606989.0
2023-05-03 10:45:00,NSE:HDFCBANK,1690.55,1692.2,1685.2,1686.0,1459132.0
2023-05-03 11:15:00,NSE:HDFCBANK,1686.0,1688.95,1682.75,1684.0,2085278.0
2023-05-03 11:45:00,NSE:HDFCBANK,1683.85,1686.75,1681.75,1681.85,1070503.0
2023-05-03 12:15:00,NSE:HDFCBANK,1682.0,1685.05,1681.05,1684.05,1436876.0
2023-05-03 12:45:00,NSE:HDFCBANK,1684.1,1686.0,1683.45,1684.35,602722.0
2023-05-03 13:15:00,NSE:HDFCBANK,1684.0,1692.9,1683.0,1689.5,1959883.0
2023-05-03 13:45:00,NSE:HDFCBANK,1689.45,1689.9,1685.45,1687.85,1585164.0
2023-05-03 14:15:00,NSE:HDFCBANK,1687.8,1693.55,1687.05,1690.95,734888.0
2023-05-03 14:45:00,NSE:HDFCBANK,1690.35,1694.45,1690.2,1693.75,925042.0
2023-05-03 15:15:00,NSE:HDFCBANK,1693.75,1696.0,1692.15,1694.0,500066.0
2023-05-04 09:15:00,NSE:HDFCBANK,1694.8,1695.0,1689.9,1691.5,1444395.0
2023-05-04 09:45:00,NSE:HDFCBANK,1691.8,1699.9,1691.7,1697.35,2957154.0
2023-05-04 10:15:00,NSE:HDFCBANK,1697.05,1708.3,1695.5,1706.9,2308404.0
2023-05-04 10:45:00,NSE:HDFCBANK,1708.6,1708.85,1703.9,1708.2,900389.0
2023-05-04 11:15:00,NSE:HDFCBANK,1708.2,1712.65,1707.0,1711.2,1837072.0
2023-05-04 11:45:00,NSE:HDFCBANK,1711.2,1719.15,1710.3,1714.0,3752407.0
2023-05-04 12:15:00,NSE:HDFCBANK,1713.65,1718.95,1713.3,1718.6,1249355.0
2023-05-04 12:45:00,NSE:HDFCBANK,1718.6,1722.4,1715.8,1716.4,2081830.0
2023-05-04 13:15:00,NSE:HDFCBANK,1716.3,1723.0,1715.0,1721.7,2736706.0
2023-05-04 13:45:00,NSE:HDFCBANK,1721.7,1724.65,1711.1,1715.05,2740453.0
2023-05-04 14:15:00,NSE:HDFCBANK,1715.1,1722.7,1712.6,1720.4,2389675.0
2023-05-04 14:45:00,NSE:HDFCBANK,1720.35,1730.0,1719.0,1729.35,2581631.0
2023-05-04 15:15:00,NSE:HDFCBANK,1729.8,1734.45,1727.1,1729.0,1419538.0
2023-05-05 09:15:00,NSE:HDFCBANK,1651.0,1660.95,1626.2,1648.3,8256300.0
2023-05-05 09:45:00,NSE:HDFCBANK,1648.25,1651.7,1646.6,1650.0,2722753.0
2023-05-05 10:15:00,NSE:HDFCBANK,1650.0,1651.4,1643.25,1643.9,1815913.0
2023-05-05 10:45:00,NSE:HDFCBANK,1643.9,1644.3,1632.55,1639.65,1689959.0
2023-05-05 11:15:00,NSE:HDFCBANK,1639.1,1641.7,1634.2,1639.4,1432499.0
2023-05-05 11:45:00,NSE:HDFCBANK,1639.65,1639.95,1634.0,1636.95,1327212.0
2023-05-05 12:15:00,NSE:HDFCBANK,1637.3,1640.5,1633.8,1639.25,1565112.0
2023-05-05 12:45:00,NSE:HDFCBANK,1639.25,1640.45,1634.45,1638.3,1410525.0
2023-05-05 13:15:00,NSE:HDFCBANK,1638.35,1639.75,1631.7,1633.4,1759044.0
2023-05-05 13:45:00,NSE:HDFCBANK,1633.15,1636.7,1629.0,1634.25,2011557.0
2023-05-05 14:15:00,NSE:HDFCBANK,1634.6,1634.85,1626.05,1631.8,1856404.0
2023-05-05 14:45:00,NSE:HDFCBANK,1631.8,1633.85,1622.1,1626.0,3415629.0
2023-05-05 15:15:00,NSE:HDFCBANK,1626.25,1627.95,1623.0,1627.0,1437827.0
2023-05-08 09:15:00,NSE:HDFCBANK,1632.6,1643.95,1630.0,1639.25,1685282.0
2023-05-08 09:45:00,NSE:HDFCBANK,1639.25,1647.75,1639.25,1643.75,1569930.0
2023-05-08 10:15:00,NSE:HDFCBANK,1643.15,1647.75,1642.05,1645.6,2046853.0
2023-05-08 10:45:00,NSE:HDFCBANK,1645.45,1648.85,1643.1,1647.25,810448.0
2023-05-08 11:15:00,NSE:HDFCBANK,1647.1,1648.0,1643.15,1647.35,1642015.0
2023-05-08 11:45:00,NSE:HDFCBANK,1647.1,1648.95,1645.55,1646.8,1124901.0
2023-05-08 12:15:00,NSE:HDFCBANK,1646.8,1649.7,1644.5,1648.85,775842.0
2023-05-08 12:45:00,NSE:HDFCBANK,1648.8,1648.9,1644.45,1646.8,1386433.0
2023-05-08 13:15:00,NSE:HDFCBANK,1646.75,1650.0,1645.95,1646.0,1738683.0
2023-05-08 13:45:00,NSE:HDFCBANK,1646.0,1649.65,1644.1,1646.5,1289457.0
2023-05-08 14:15:00,NSE:HDFCBANK,1646.35,1650.0,1644.75,1649.05,2003257.0
2023-05-08 14:45:00,NSE:HDFCBANK,1649.0,1650.35,1640.95,1644.5,2005182.0
2023-05-08 15:15:00,NSE:HDFCBANK,1644.5,1647.65,1641.55,1646.6,502670.0
2023-05-09 09:15:00,NSE:HDFCBANK,1653.0,1654.0,1645.2,1653.55,2087633.0
2023-05-09 09:45:00,NSE:HDFCBANK,1653.5,1653.5,1648.5,1651.0,1072045.0
2023-05-09 10:15:00,NSE:HDFCBANK,1651.0,1651.9,1647.95,1651.65,1358331.0
2023-05-09 10:45:00,NSE:HDFCBANK,1651.65,1653.5,1648.15,1651.85,1292285.0
2023-05-09 11:15:00,NSE:HDFCBANK,1651.2,1653.6,1649.65,1652.25,1173992.0
