Unnamed: 0,datetime,open,high,low,close
0,2024-01-23 09:15:00,1385.45,1407.85,1382.2,1405.4
1,2024-01-23 09:20:00,1405.15,1405.7,1383.2,1384.25
2,2024-01-23 09:25:00,1383.65,1386.75,1368.85,1370.1
3,2024-01-23 09:30:00,1369.5,1397.05,1369.5,1391.25
4,2024-01-23 09:35:00,1391.0,1395.0,1382.2,1387.3
5,2024-01-23 09:40:00,1387.35,1402.0,1386.55,1397.1
6,2024-01-23 09:45:00,1397.95,1403.6,1395.05,1398.95
7,2024-01-23 09:50:00,1398.15,1407.25,1397.55,1407.15
8,2024-01-23 09:55:00,1407.95,1408.0,1393.5,1393.55
9,2024-01-23 10:00:00,1393.5,1404.0,1393.5,1403.2
10,2024-01-23 10:05:00,1403.7,1412.0,1401.3,1410.8
11,2024-01-23 10:10:00,1410.85,1411.9,1404.05,1407.35
12,2024-01-23 10:15:00,1407.95,1420.0,1406.95,1417.75
13,2024-01-23 10:20:00,1417.2,1419.45,1408.05,1408.55
14,2024-01-23 10:25:00,1408.05,1413.45,1408.0,1413.45
15,2024-01-23 10:30:00,1413.25,1419.0,1411.15,1416.15
16,2024-01-23 10:35:00,1415.1,1418.5,1411.1,1412.1
17,2024-01-23 10:40:00,1411.95,1412.0,1408.0,1408.4
18,2024-01-23 10:45:00,1408.0,1412.0,1408.0,1409.0
19,2024-01-23 10:50:00,1408.75,1414.8,1408.0,1412.85
20,2024-01-23 10:55:00,1413.0,1418.3,1412.9,1417.0
21,2024-01-23 11:00:00,1416.95,1422.95,1415.2,1422.95
22,2024-01-23 11:05:00,1422.4,1425.0,1418.0,1420.3
23,2024-01-23 11:10:00,1419.65,1420.3,1412.95,1414.65
24,2024-01-23 11:15:00,1414.35,1416.5,1410.9,1411.8
25,2024-01-23 11:20:00,1411.2,1412.55,1408.85,1410.6
26,2024-01-23 11:25:00,1410.7,1419.0,1410.35,1417.65
27,2024-01-23 11:30:00,1416.55,1418.9,1413.0,1415.55
28,2024-01-23 11:35:00,1415.8,1415.95,1414.0,1414.75
29,2024-01-23 11:40:00,1414.35,1415.05,1410.6,1411.8
30,2024-01-23 11:45:00,1411.5,1414.95,1410.0,1413.9
31,2024-01-23 11:50:00,1413.95,1414.8,1408.25,1408.65
32,2024-01-23 11:55:00,1409.0,1409.0,1404.85,1405.25
33,2024-01-23 12:00:00,1405.5,1407.85,1402.5,1403.95
34,2024-01-23 12:05:00,1404.3,1407.0,1401.0,1404.5
35,2024-01-23 12:10:00,1405.05,1406.5,1402.8,1405.95
36,2024-01-23 12:15:00,1405.9,1408.7,1405.15,1405.25
37,2024-01-23 12:20:00,1405.2,1406.25,1401.1,1402.1
38,2024-01-23 12:25:00,1401.05,1403.65,1400.85,1402.25
39,2024-01-23 12:30:00,1402.1,1403.3,1400.0,1400.85
40,2024-01-23 12:35:00,1400.55,1402.25,1400.1,1400.25
41,2024-01-23 12:40:00,1400.1,1401.2,1397.3,1400.1
42,2024-01-23 12:45:00,1400.05,1400.55,1397.8,1399.4
43,2024-01-23 12:50:00,1399.6,1406.35,1399.4,1406.0
44,2024-01-23 12:55:00,1405.7,1406.95,1402.6,1404.3
45,2024-01-23 13:00:00,1404.25,1408.8,1403.35,1408.4
46,2024-01-23 13:05:00,1408.7,1408.8,1404.0,1405.4
47,2024-01-23 13:10:00,1405.05,1406.5,1403.25,1406.0
48,2024-01-23 13:15:00,1406.05,1406.65,1401.3,1405.3
49,2024-01-23 13:20:00,1405.5,1406.95,1404.75,1406.0
50,2024-01-23 13:25:00,1406.1,1410.9,1405.45,1410.0
51,2024-01-23 13:30:00,1409.3,1409.95,1406.75,1408.75
52,2024-01-23 13:35:00,1408.7,1415.75,1408.5,1414.65
53,2024-01-23 13:40:00,1414.4,1415.5,1410.0,1410.95
54,2024-01-23 13:45:00,1410.85,1414.0,1410.8,1413.25
55,2024-01-23 13:50:00,1413.8,1413.8,1410.15,1412.3
56,2024-01-23 13:55:00,1412.15,1413.25,1409.6,1413.0
57,2024-01-23 14:00:00,1413.05,1419.0,1412.85,1416.5
58,2024-01-23 14:05:00,1416.7,1416.85,1414.0,1414.75
59,2024-01-23 14:10:00,1414.8,1417.0,1413.05,1413.7
60,2024-01-23 14:15:00,1413.65,1413.9,1409.6,1410.4
61,2024-01-23 14:20:00,1409.95,1411.6,1407.95,1408.9
62,2024-01-23 14:25:00,1408.95,1409.0,1405.0,1406.75
63,2024-01-23 14:30:00,1406.7,1407.3,1404.8,1405.8
64,2024-01-23 14:35:00,1405.2,1405.8,1396.7,1398.35
65,2024-01-23 14:40:00,1398.15,1408.05,1397.75,1404.4
66,2024-01-23 14:45:00,1404.35,1407.95,1403.5,1406.8
67,2024-01-23 14:50:00,1407.0,1409.8,1405.15,1405.65
68,2024-01-23 14:55:00,1406.0,1406.55,1402.1,1405.65
69,2024-01-23 15:00:00,1405.5,1408.8,1404.05,1407.0
70,2024-01-23 15:05:00,1406.95,1408.5,1406.95,1408.35
71,2024-01-23 15:10:00,1408.4,1413.35,1408.35,1410.1
72,2024-01-23 15:15:00,1410.05,1411.9,1407.3,1408.9
73,2024-01-23 15:20:00,1408.5,1409.95,1405.4,1406.0
74,2024-01-23 15:25:00,1405.8,1409.05,1405.65,1407.95
75,2024-01-24 09:15:00,1410.0,1415.95,1394.85,1403.65
76,2024-01-24 09:20:00,1404.1,1423.05,1404.1,1417.8
77,2024-01-24 09:25:00,1417.75,1417.75,1408.6,1415.9
78,2024-01-24 09:30:00,1415.7,1417.0,1411.7,1414.4
79,2024-01-24 09:35:00,1414.2,1414.8,1410.65,1413.05
80,2024-01-24 09:40:00,1413.15,1418.75,1413.15,1416.55
81,2024-01-24 09:45:00,1416.3,1418.95,1414.5,1415.2
82,2024-01-24 09:50:00,1415.25,1416.15,1412.2,1413.95
83,2024-01-24 09:55:00,1414.0,1420.0,1413.25,1419.75
84,2024-01-24 10:00:00,1419.7,1422.95,1416.8,1418.0
85,2024-01-24 10:05:00,1417.9,1420.05,1415.55,1416.8
86,2024-01-24 10:10:00,1416.55,1418.1,1414.65,1418.1
87,2024-01-24 10:15:00,1418.05,1421.0,1417.65,1420.0
88,2024-01-24 10:20:00,1419.9,1420.0,1415.5,1418.35
89,2024-01-24 10:25:00,1418.3,1419.35,1416.5,1417.1
90,2024-01-24 10:30:00,1417.2,1419.55,1416.05,1418.35
91,2024-01-24 10:35:00,1418.1,1419.55,1417.5,1417.95
92,2024-01-24 10:40:00,1418.0,1418.0,1416.0,1416.15
93,2024-01-24 10:45:00,1415.4,1415.75,1412.4,1414.8
94,2024-01-24 10:50:00,1414.45,1416.55,1414.0,1416.2
95,2024-01-24 10:55:00,1415.6,1416.65,1415.1,1415.7
96,2024-01-24 11:00:00,1415.5,1416.35,1412.95,1415.75
97,2024-01-24 11:05:00,1415.05,1416.0,1411.2,1412.9
98,2024-01-24 11:10:00,1412.85,1413.2,1408.6,1409.05
99,2024-01-24 11:15:00,1409.0,1413.5,1409.0,1412.95
100,2024-01-24 11:20:00,1412.9,1413.0,1410.85,1411.1
101,2024-01-24 11:25:00,1411.15,1412.0,1407.05,1407.2
102,2024-01-24 11:30:00,1407.5,1409.15,1405.7,1407.35
103,2024-01-24 11:35:00,1407.45,1409.05,1406.0,1406.05
104,2024-01-24 11:40:00,1406.35,1406.95,1403.0,1404.3
105,2024-01-24 11:45:00,1404.15,1404.3,1400.6,1402.45
106,2024-01-24 11:50:00,1402.4,1407.45,1402.4,1403.8
107,2024-01-24 11:55:00,1403.9,1403.9,1401.45,1402.35
108,2024-01-24 12:00:00,1402.3,1402.5,1398.8,1399.2
109,2024-01-24 12:05:00,1399.15,1401.95,1399.05,1400.6
110,2024-01-24 12:10:00,1400.5,1400.85,1399.55,1399.95
111,2024-01-24 12:15:00,1400.0,1405.8,1399.5,1404.35
112,2024-01-24 12:20:00,1404.45,1404.75,1401.0,1401.7
113,2024-01-24 12:25:00,1401.8,1402.0,1399.4,1400.5
114,2024-01-24 12:30:00,1400.55,1400.8,1399.0,1399.7
115,2024-01-24 12:35:00,1399.85,1400.0,1398.8,1399.15
116,2024-01-24 12:40:00,1399.0,1400.0,1398.8,1399.7
117,2024-01-24 12:45:00,1399.5,1401.0,1399.5,1401.0
118,2024-01-24 12:50:00,1400.55,1403.3,1399.4,1399.95
119,2024-01-24 12:55:00,1400.0,1402.1,1399.3,1402.1
120,2024-01-24 13:00:00,1401.8,1404.25,1401.05,1402.6
121,2024-01-24 13:05:00,1402.8,1403.7,1401.0,1402.0
122,2024-01-24 13:10:00,1402.1,1402.1,1400.1,1400.4
123,2024-01-24 13:15:00,1400.35,1401.6,1397.2,1401.6
124,2024-01-24 13:20:00,1401.2,1401.35,1400.0,1400.1
125,2024-01-24 13:25:00,1400.05,1400.35,1400.0,1400.05
126,2024-01-24 13:30:00,1400.0,1404.0,1400.0,1404.0
127,2024-01-24 13:35:00,1403.95,1406.6,1402.65,1404.4
128,2024-01-24 13:40:00,1404.35,1407.1,1404.25,1406.1
129,2024-01-24 13:45:00,1406.05,1406.25,1404.05,1404.5
130,2024-01-24 13:50:00,1404.45,1405.25,1402.5,1405.1
131,2024-01-24 13:55:00,1405.0,1406.5,1404.65,1406.1
132,2024-01-24 14:00:00,1406.15,1409.95,1405.55,1408.15
133,2024-01-24 14:05:00,1407.85,1408.7,1405.45,1406.05
134,2024-01-24 14:10:00,1406.0,1408.65,1404.1,1407.85
135,2024-01-24 14:15:00,1407.8,1408.7,1406.35,1407.75
136,2024-01-24 14:20:00,1407.6,1408.65,1406.1,1407.05
137,2024-01-24 14:25:00,1407.0,1411.9,1407.0,1411.8
138,2024-01-24 14:30:00,1411.5,1413.2,1410.1,1410.85
139,2024-01-24 14:35:00,1410.8,1413.45,1410.45,1413.4
140,2024-01-24 14:40:00,1413.45,1414.6,1412.65,1414.4
141,2024-01-24 14:45:00,1414.35,1415.9,1413.25,1415.5
142,2024-01-24 14:50:00,1415.3,1418.7,1415.3,1416.95
143,2024-01-24 14:55:00,1416.85,1416.85,1414.4,1415.95
144,2024-01-24 15:00:00,1416.4,1419.85,1414.05,1419.15
145,2024-01-24 15:05:00,1419.1,1420.0,1417.6,1419.1
146,2024-01-24 15:10:00,1419.0,1419.2,1416.05,1418.0
147,2024-01-24 15:15:00,1418.1,1418.4,1415.3,1416.15
148,2024-01-24 15:20:00,1416.2,1418.45,1415.3,1417.5
149,2024-01-24 15:25:00,1417.95,1418.4,1410.55,1413.6
150,2024-01-25 09:15:00,1412.95,1413.35,1404.55,1408.75
151,2024-01-25 09:20:00,1408.7,1411.5,1406.7,1406.7
152,2024-01-25 09:25:00,1408.3,1412.6,1407.55,1411.65
153,2024-01-25 09:30:00,1411.7,1411.9,1407.1,1407.8
154,2024-01-25 09:35:00,1408.0,1409.95,1406.3,1406.95
155,2024-01-25 09:40:00,1406.2,1406.9,1404.4,1404.6
156,2024-01-25 09:45:00,1404.55,1405.85,1402.7,1405.45
157,2024-01-25 09:50:00,1405.1,1406.15,1401.5,1402.65
158,2024-01-25 09:55:00,1401.55,1404.15,1401.05,1403.65
159,2024-01-25 10:00:00,1403.75,1406.15,1402.85,1405.55
160,2024-01-25 10:05:00,1405.05,1406.9,1404.75,1404.75
161,2024-01-25 10:10:00,1405.7,1406.65,1403.35,1404.45
162,2024-01-25 10:15:00,1404.5,1404.6,1401.5,1402.85
163,2024-01-25 10:20:00,1403.1,1403.1,1400.05,1400.8
164,2024-01-25 10:25:00,1401.3,1402.75,1399.05,1399.95
165,2024-01-25 10:30:00,1400.0,1400.1,1395.65,1396.55
166,2024-01-25 10:35:00,1396.85,1397.0,1394.85,1395.55
167,2024-01-25 10:40:00,1396.3,1398.05,1395.4,1397.55
168,2024-01-25 10:45:00,1397.35,1398.9,1393.1,1393.5
169,2024-01-25 10:50:00,1392.5,1394.15,1388.1,1388.1
170,2024-01-25 10:55:00,1388.65,1389.1,1386.55,1387.0
171,2024-01-25 11:00:00,1387.4,1389.0,1385.0,1387.5
172,2024-01-25 11:05:00,1387.65,1387.65,1382.85,1384.8
173,2024-01-25 11:10:00,1384.85,1385.65,1382.2,1383.85
174,2024-01-25 11:15:00,1383.9,1387.3,1382.65,1386.15
175,2024-01-25 11:20:00,1386.05,1390.0,1386.05,1389.55
176,2024-01-25 11:25:00,1389.6,1390.0,1386.45,1388.95
177,2024-01-25 11:30:00,1389.1,1389.7,1380.45,1380.75
178,2024-01-25 11:35:00,1380.5,1384.0,1378.75,1382.5
179,2024-01-25 11:40:00,1382.8,1385.9,1382.75,1385.1
180,2024-01-25 11:45:00,1385.15,1386.85,1384.0,1384.05
181,2024-01-25 11:50:00,1384.65,1384.65,1379.25,1380.35
182,2024-01-25 11:55:00,1380.55,1383.1,1379.6,1380.0
183,2024-01-25 12:00:00,1380.7,1380.7,1376.8,1377.1
184,2024-01-25 12:05:00,1377.4,1379.55,1377.1,1377.6
185,2024-01-25 12:10:00,1378.0,1379.45,1377.6,1378.8
186,2024-01-25 12:15:00,1379.0,1379.05,1376.8,1377.5
187,2024-01-25 12:20:00,1377.0,1378.8,1376.2,1378.55
188,2024-01-25 12:25:00,1378.75,1380.0,1377.9,1378.05
189,2024-01-25 12:30:00,1377.85,1377.85,1372.15,1374.45
190,2024-01-25 12:35:00,1374.4,1374.4,1370.0,1372.25
191,2024-01-25 12:40:00,1372.8,1372.85,1368.25,1368.25
192,2024-01-25 12:45:00,1368.6,1368.6,1364.0,1364.0
193,2024-01-25 12:50:00,1364.5,1364.7,1361.5,1361.5
194,2024-01-25 12:55:00,1361.95,1363.25,1361.15,1362.25
195,2024-01-25 13:00:00,1362.3,1366.3,1362.25,1365.8
196,2024-01-25 13:05:00,1365.85,1366.0,1361.3,1361.95
197,2024-01-25 13:10:00,1361.9,1363.6,1360.9,1360.9
198,2024-01-25 13:15:00,1361.25,1363.95,1361.0,1362.95
199,2024-01-25 13:20:00,1362.6,1362.95,1360.9,1361.45
200,2024-01-25 13:25:00,1361.5,1362.3,1360.0,1361.1
201,2024-01-25 13:30:00,1361.3,1363.45,1360.6,1362.35
202,2024-01-25 13:35:00,1362.25,1363.4,1362.0,1362.25
203,2024-01-25 13:40:00,1362.9,1366.85,1362.2,1366.5
204,2024-01-25 13:45:00,1366.65,1367.0,1363.3,1363.35
205,2024-01-25 13:50:00,1363.6,1366.3,1363.1,1364.2
206,2024-01-25 13:55:00,1364.25,1368.95,1363.2,1367.1
207,2024-01-25 14:00:00,1366.9,1369.7,1366.6,1369.65
208,2024-01-25 14:05:00,1369.7,1371.2,1367.2,1367.4
209,2024-01-25 14:10:00,1367.0,1367.55,1363.3,1363.3
210,2024-01-25 14:15:00,1364.0,1364.0,1360.7,1360.75
211,2024-01-25 14:20:00,1361.35,1361.65,1359.05,1359.65
212,2024-01-25 14:25:00,1359.7,1361.3,1356.85,1357.75
213,2024-01-25 14:30:00,1357.2,1358.9,1353.65,1356.05
214,2024-01-25 14:35:00,1356.5,1357.35,1354.0,1354.0
215,2024-01-25 14:40:00,1354.5,1358.65,1353.7,1357.0
216,2024-01-25 14:45:00,1357.15,1363.15,1356.8,1361.2
217,2024-01-25 14:50:00,1361.75,1362.35,1360.4,1360.7
218,2024-01-25 14:55:00,1360.75,1362.0,1360.05,1360.05
219,2024-01-25 15:00:00,1360.1,1368.45,1360.1,1366.05
220,2024-01-25 15:05:00,1366.8,1369.85,1365.9,1368.15
221,2024-01-25 15:10:00,1368.2,1375.95,1364.1,1369.65
222,2024-01-25 15:15:00,1369.7,1371.45,1365.15,1371.4
223,2024-01-25 15:20:00,1371.45,1373.0,1368.8,1371.95
224,2024-01-25 15:25:00,1371.3,1374.8,1368.0,1374.8
225,2024-01-29 09:15:00,1364.95,1364.95,1326.5,1327.05
226,2024-01-29 09:20:00,1327.15,1342.15,1325.35,1339.0
227,2024-01-29 09:25:00,1339.4,1341.75,1334.0,1335.65
228,2024-01-29 09:30:00,1336.1,1336.1,1329.2,1330.95
229,2024-01-29 09:35:00,1330.85,1334.25,1328.05,1333.0
230,2024-01-29 09:40:00,1333.4,1338.2,1332.6,1334.35
231,2024-01-29 09:45:00,1334.85,1337.0,1332.4,1336.8
232,2024-01-29 09:50:00,1337.3,1338.6,1334.0,1337.45
233,2024-01-29 09:55:00,1336.95,1338.45,1334.85,1337.65
234,2024-01-29 10:00:00,1337.5,1346.8,1337.5,1346.0
235,2024-01-29 10:05:00,1346.4,1351.15,1342.8,1342.8
236,2024-01-29 10:10:00,1342.2,1345.5,1340.3,1341.55
237,2024-01-29 10:15:00,1341.45,1341.95,1340.0,1340.8
238,2024-01-29 10:20:00,1340.3,1342.35,1340.0,1341.35
239,2024-01-29 10:25:00,1341.0,1342.35,1340.15,1341.6
240,2024-01-29 10:30:00,1341.7,1342.2,1340.1,1341.6
241,2024-01-29 10:35:00,1341.4,1342.25,1340.4,1341.4
242,2024-01-29 10:40:00,1341.5,1342.95,1340.75,1341.3
243,2024-01-29 10:45:00,1341.45,1343.1,1338.5,1339.75
244,2024-01-29 10:50:00,1339.7,1339.95,1333.35,1336.0
245,2024-01-29 10:55:00,1335.95,1336.1,1333.2,1334.3
246,2024-01-29 11:00:00,1334.85,1341.55,1334.35,1341.45
247,2024-01-29 11:05:00,1340.9,1342.0,1339.45,1341.45
248,2024-01-29 11:10:00,1341.2,1343.9,1338.9,1343.9
249,2024-01-29 11:15:00,1343.4,1346.7,1343.4,1344.85
250,2024-01-29 11:20:00,1345.6,1346.6,1337.5,1337.55
251,2024-01-29 11:25:00,1337.75,1339.7,1336.4,1338.15
252,2024-01-29 11:30:00,1337.55,1338.15,1334.55,1336.4
253,2024-01-29 11:35:00,1336.6,1337.0,1335.55,1335.8
254,2024-01-29 11:40:00,1335.75,1336.05,1334.5,1334.75
255,2024-01-29 11:45:00,1335.0,1335.0,1333.3,1333.65
256,2024-01-29 11:50:00,1333.6,1337.05,1333.5,1337.0
257,2024-01-29 11:55:00,1336.9,1336.9,1334.8,1335.15
258,2024-01-29 12:00:00,1335.4,1335.95,1334.95,1335.45
259,2024-01-29 12:05:00,1335.0,1335.9,1334.8,1335.2
260,2024-01-29 12:10:00,1335.45,1335.75,1335.05,1335.7
261,2024-01-29 12:15:00,1335.65,1335.7,1334.0,1334.0
262,2024-01-29 12:20:00,1333.95,1333.95,1331.1,1332.45
263,2024-01-29 12:25:00,1332.35,1332.6,1331.5,1331.95
264,2024-01-29 12:30:00,1331.55,1332.85,1331.55,1332.4
265,2024-01-29 12:35:00,1332.45,1332.85,1332.0,1332.3
266,2024-01-29 12:40:00,1332.4,1333.7,1332.1,1333.25
267,2024-01-29 12:45:00,1333.2,1334.95,1333.0,1333.15
