datetime,open,high,low,close
1/23/2024 9:15,1534.9,1547.65,1532.3,1545.8
1/23/2024 9:18,1544.9,1547.6,1543.3,1545.45
1/23/2024 9:21,1545.25,1545.95,1539.3,1540
1/23/2024 9:24,1539.8,1541.45,1536.65,1537.85
1/23/2024 9:27,1538,1538.3,1532.55,1534.3
1/23/2024 9:30,1534.25,1538,1534,1536.4
1/23/2024 9:33,1536.8,1537.3,1531.3,1531.3
1/23/2024 9:36,1531.35,1532.55,1526.3,1526.6
1/23/2024 9:39,1526.55,1527.95,1524.25,1526.6
1/23/2024 9:42,1526.85,1531.2,1525.9,1529.05
1/23/2024 9:45,1529.7,1534.75,1529.05,1531.75
1/23/2024 9:48,1532.3,1534.5,1531.5,1534
1/23/2024 9:51,1533.95,1534,1530.5,1530.65
1/23/2024 9:54,1530.8,1531.45,1525.35,1527.6
1/23/2024 9:57,1527.4,1528.05,1523.05,1523.7
1/23/2024 10:00,1524.15,1526.95,1523.6,1525.6
1/23/2024 10:03,1525.85,1528.1,1522.85,1522.85
1/23/2024 10:06,1523.5,1523.55,1519.2,1521.7
1/23/2024 10:09,1522,1522.75,1520.35,1520.75
1/23/2024 10:12,1520.4,1523.35,1520.4,1522.15
1/23/2024 10:15,1522.2,1524.2,1520.5,1521.7
1/23/2024 10:18,1521.85,1522,1516.1,1517
1/23/2024 10:21,1517.6,1519.15,1514,1517.45
1/23/2024 10:24,1517.4,1517.5,1511.65,1512.5
1/23/2024 10:27,1512.65,1512.75,1509.4,1510.45
1/23/2024 10:30,1510.4,1515,1509.2,1514.95
1/23/2024 10:33,1514.35,1514.95,1512.65,1513.2
1/23/2024 10:36,1513.15,1514.85,1508.1,1509.05
1/23/2024 10:39,1509.1,1509.5,1506,1506.1
1/23/2024 10:42,1506.15,1507.35,1503.8,1506.3
1/23/2024 10:45,1506.25,1508.95,1505.6,1507.75
1/23/2024 10:48,1508.25,1510.75,1508.1,1510.75
1/23/2024 10:51,1510.8,1512.8,1508.1,1510.95
1/23/2024 10:54,1510.55,1511.2,1508.95,1509
1/23/2024 10:57,1509.05,1512.35,1508.15,1510
1/23/2024 11:00,1510.1,1511.35,1508.4,1509.3
1/23/2024 11:03,1509.05,1509.25,1504.5,1507.5
1/23/2024 11:06,1507.6,1507.7,1504.9,1505.3
1/23/2024 11:09,1505,1507.25,1504.15,1504.15
1/23/2024 11:12,1504,1506.35,1502.3,1503.95
1/23/2024 11:15,1504.1,1504.15,1499.05,1500.55
1/23/2024 11:18,1500.6,1501.55,1497.55,1500.7
1/23/2024 11:21,1500.65,1501.95,1498,1498.9
1/23/2024 11:24,1498.85,1500.4,1498.75,1499.25
1/23/2024 11:27,1499.4,1500,1497.65,1497.65
1/23/2024 11:30,1497.9,1497.9,1493,1494
1/23/2024 11:33,1493.9,1498.55,1493.85,1498.15
1/23/2024 11:36,1498.4,1500,1497.15,1498.5
1/23/2024 11:39,1498.45,1498.45,1491.55,1492.85
1/23/2024 11:42,1492.5,1494.95,1490.4,1492.8
1/23/2024 11:45,1492.5,1492.55,1488.6,1489
1/23/2024 11:48,1489.45,1490.05,1486.8,1489.55
1/23/2024 11:51,1489.5,1489.55,1485.2,1485.2
1/23/2024 11:54,1485.5,1487.7,1485.2,1486.8
1/23/2024 11:57,1486.85,1487,1484,1484.55
1/23/2024 12:00,1484.5,1485.05,1480.3,1480.95
1/23/2024 12:03,1480.8,1482.6,1480.1,1480.25
1/23/2024 12:06,1480.1,1481.85,1476.8,1481.2
1/23/2024 12:09,1480.9,1481.5,1478.15,1480.9
1/23/2024 12:12,1480.5,1480.65,1476.85,1477
1/23/2024 12:15,1476.85,1483.8,1476.7,1477.95
1/23/2024 12:18,1478.1,1480.35,1478.05,1479.4
1/23/2024 12:21,1479.45,1482.5,1479.2,1481.1
1/23/2024 12:24,1481.15,1484.5,1480.7,1483.4
1/23/2024 12:27,1483.05,1484.25,1482,1482.1
1/23/2024 12:30,1482.15,1484,1481,1481
1/23/2024 12:33,1481.15,1482.65,1478.55,1478.95
1/23/2024 12:36,1478.7,1482.75,1477,1477.6
1/23/2024 12:39,1477.2,1477.3,1473.65,1474.95
1/23/2024 12:42,1475.25,1476.7,1473.8,1474.1
1/23/2024 12:45,1473.95,1475,1472.25,1473.2
1/23/2024 12:48,1473.1,1474.75,1472.75,1473.1
1/23/2024 12:51,1473.15,1474,1471,1472.45
1/23/2024 12:54,1472.65,1473.5,1471.65,1472.8
1/23/2024 12:57,1472.65,1473.1,1470.8,1471.85
1/23/2024 13:00,1471.8,1473,1470.85,1471.65
1/23/2024 13:03,1471.7,1472.25,1468,1468.15
1/23/2024 13:06,1468.1,1468.15,1464,1464
1/23/2024 13:09,1464.05,1465.2,1461.35,1461.7
1/23/2024 13:12,1461.4,1463.85,1460,1461.5
1/23/2024 13:15,1461.15,1463.35,1460.6,1462.9
1/23/2024 13:18,1463.1,1464.25,1460.35,1461.55
1/23/2024 13:21,1461.5,1461.6,1456.4,1457.1
1/23/2024 13:24,1457.05,1459.4,1455.85,1459.3
1/23/2024 13:27,1459.2,1460.9,1458.2,1458.35
1/23/2024 13:30,1458.4,1459.1,1456.35,1457.4
1/23/2024 13:33,1457.35,1459.15,1456.1,1458.4
1/23/2024 13:36,1458.2,1459.95,1457.6,1459.1
1/23/2024 13:39,1459,1459.1,1457.35,1458.4
1/23/2024 13:42,1458.2,1459.45,1456.6,1459.4
1/23/2024 13:45,1459.35,1459.35,1457.05,1458.1
1/23/2024 13:48,1458.05,1458.9,1453.35,1453.35
1/23/2024 13:51,1453.6,1455.45,1452.2,1453.65
1/23/2024 13:54,1453.6,1454.85,1451.55,1452.15
1/23/2024 13:57,1452.7,1453.55,1450.3,1451.6
1/23/2024 14:00,1451.5,1451.85,1448.8,1450
1/23/2024 14:03,1450.15,1453.6,1450.1,1452.85
1/23/2024 14:06,1452.95,1453.65,1449.5,1451.55
1/23/2024 14:09,1451.5,1453,1450.1,1452.65
1/23/2024 14:12,1452.55,1453.8,1451,1452.25
1/23/2024 14:15,1452.05,1452.65,1450.4,1451.6
1/23/2024 14:18,1451.3,1451.55,1446.8,1447.15
1/23/2024 14:21,1446.8,1447.45,1440.1,1443.95
1/23/2024 14:24,1443.65,1443.95,1439.05,1439.05
1/23/2024 14:27,1439.1,1440.95,1428.1,1433.6
1/23/2024 14:30,1433.45,1442.25,1433.45,1440.2
1/23/2024 14:33,1440.35,1444.95,1438.45,1444.15
1/23/2024 14:36,1443.6,1450,1443.55,1446.2
1/23/2024 14:39,1446.15,1446.55,1441,1443.05
1/23/2024 14:42,1442.7,1442.7,1438,1439.9
1/23/2024 14:45,1439.7,1441.9,1439.3,1440.9
1/23/2024 14:48,1441,1447.3,1441,1447.3
1/23/2024 14:51,1447.5,1450.7,1447.5,1449.2
1/23/2024 14:54,1448,1450,1446.8,1448
1/23/2024 14:57,1448.55,1448.55,1445.95,1448.05
1/23/2024 15:00,1448.15,1451.95,1448.15,1450
1/23/2024 15:03,1449.95,1450.35,1447.15,1447.4
1/23/2024 15:06,1447.25,1447.4,1443.85,1444.65
1/23/2024 15:09,1444.55,1444.85,1442.7,1442.7
1/23/2024 15:12,1442.85,1444,1440,1443
1/23/2024 15:15,1443.25,1443.3,1438.95,1439.55
1/23/2024 15:18,1439.3,1440,1434.95,1437.6
1/23/2024 15:21,1437.7,1439.35,1435,1435.95
1/23/2024 15:24,1436,1439.1,1435.1,1436.35
1/23/2024 15:27,1436.55,1440.45,1434.4,1440.45
1/24/2024 9:15,1456,1456,1447.05,1449.15
1/24/2024 9:18,1449.05,1449.65,1442.1,1443.45
1/24/2024 9:21,1443.25,1453.65,1442.3,1451.7
1/24/2024 9:24,1452.5,1455.45,1450.05,1450.35
1/24/2024 9:27,1450.2,1456.2,1449,1455.9
1/24/2024 9:30,1455.8,1462.65,1454.15,1462.5
1/24/2024 9:33,1462.2,1463.9,1459.1,1463.9
1/24/2024 9:36,1464.3,1465.9,1462.5,1464.6
1/24/2024 9:39,1465,1468.15,1463.75,1463.8
1/24/2024 9:42,1463.5,1470.65,1463.5,1469.6
1/24/2024 9:45,1470.1,1471.4,1468.65,1470.4
1/24/2024 9:48,1470.35,1472.75,1467.9,1471.05
1/24/2024 9:51,1471.2,1472.35,1469.65,1472
1/24/2024 9:54,1471.6,1479.7,1471.6,1478.35
1/24/2024 9:57,1478.25,1480.7,1477.65,1480.4
1/24/2024 10:00,1480.5,1483.45,1478.4,1479.5
1/24/2024 10:03,1479.55,1480,1474.15,1479.4
1/24/2024 10:06,1479.5,1481.95,1478.8,1480.5
1/24/2024 10:09,1480.15,1481.35,1477.2,1478
1/24/2024 10:12,1478.4,1479.1,1476.85,1477.6
1/24/2024 10:15,1477.9,1481.85,1477.15,1481.85
1/24/2024 10:18,1481.5,1486.35,1481.5,1486.35
1/24/2024 10:21,1486.45,1487,1484.4,1485.3
1/24/2024 10:24,1485.45,1486,1482.3,1485.45
1/24/2024 10:27,1485.55,1486.95,1482.25,1482.6
1/24/2024 10:30,1482.3,1483.05,1479.2,1479.8
1/24/2024 10:33,1480,1480.5,1478.1,1478.6
1/24/2024 10:36,1478.55,1480.5,1478.15,1479
1/24/2024 10:39,1478.6,1479.55,1476.85,1478
1/24/2024 10:42,1477.5,1478.8,1470.85,1470.85
1/24/2024 10:45,1470.9,1471.75,1468.1,1469.55
1/24/2024 10:48,1469.7,1473.9,1469.5,1472.5
1/24/2024 10:51,1472.8,1476.1,1471.6,1475.85
1/24/2024 10:54,1476.2,1479.95,1475.8,1477.85
1/24/2024 10:57,1477.95,1478.7,1474.05,1474.05
1/24/2024 11:00,1474.5,1476.65,1474.05,1474.6
1/24/2024 11:03,1474.55,1475.4,1474,1475.1
1/24/2024 11:06,1475.65,1476.4,1474.2,1474.4
1/24/2024 11:09,1474.05,1475.35,1473.1,1473.75
1/24/2024 11:12,1474,1476.7,1473.7,1474.6
1/24/2024 11:15,1474.7,1477.25,1473.5,1477.25
1/24/2024 11:18,1476.9,1480.65,1476.7,1480.2
1/24/2024 11:21,1480.25,1480.45,1478,1479.25
1/24/2024 11:24,1479.3,1480.55,1469.05,1469.7
1/24/2024 11:27,1469.45,1471.2,1467.1,1470
1/24/2024 11:30,1469.9,1470.65,1468.5,1468.95
1/24/2024 11:33,1468.9,1472.55,1468.7,1470
1/24/2024 11:36,1469.95,1475.25,1469.95,1473.1
1/24/2024 11:39,1474.15,1478.8,1473.8,1476.1
1/24/2024 11:42,1476.05,1480.65,1475.9,1477.55
1/24/2024 11:45,1477.5,1478.1,1475.25,1475.7
1/24/2024 11:48,1476.1,1477,1472.15,1473.45
1/24/2024 11:51,1473.95,1474.95,1469.25,1469.3
1/24/2024 11:54,1469.05,1471.8,1468.5,1470
1/24/2024 11:57,1469.7,1472.5,1468.55,1469.95
1/24/2024 12:00,1469.8,1470.7,1468.3,1468.3
1/24/2024 12:03,1468.4,1469.9,1463.55,1463.95
1/24/2024 12:06,1463.75,1465.45,1462.3,1462.5
1/24/2024 12:09,1462.2,1465.35,1462.2,1464
1/24/2024 12:12,1464.1,1465.15,1462.45,1463.7
1/24/2024 12:15,1463.65,1464.9,1463,1463.5
1/24/2024 12:18,1463.45,1465.1,1462.35,1464.6
1/24/2024 12:21,1464.45,1464.45,1458.45,1459.6
1/24/2024 12:24,1459.5,1459.65,1456,1457
1/24/2024 12:27,1457.3,1461.55,1455.55,1461.1
1/24/2024 12:30,1461.15,1465.3,1461,1463.25
1/24/2024 12:33,1462.75,1467.6,1461.85,1466.65
1/24/2024 12:36,1466.55,1466.65,1463.05,1465.7
1/24/2024 12:39,1465.9,1473.2,1465.15,1469.05
1/24/2024 12:42,1469.2,1470.75,1467.35,1467.75
1/24/2024 12:45,1467.95,1468.5,1465.95,1466.3
1/24/2024 12:48,1466.8,1467.9,1465.45,1466.6
1/24/2024 12:51,1466.35,1468.45,1465.2,1465.65
1/24/2024 12:54,1465,1466.95,1465,1465.85
1/24/2024 12:57,1466.3,1469.45,1465.75,1468.9
1/24/2024 13:00,1468.6,1473.35,1468.35,1471.9
1/24/2024 13:03,1472,1473.95,1472,1472.2
1/24/2024 13:06,1472.15,1473.9,1471.7,1472.3
1/24/2024 13:09,1472.55,1473.4,1471.35,1473.1
1/24/2024 13:12,1473.35,1475.9,1473.05,1475.05
1/24/2024 13:15,1475.25,1476.05,1470.2,1471.1
1/24/2024 13:18,1471.25,1477.85,1471,1476.8
1/24/2024 13:21,1476.7,1477.1,1470.75,1472.6
1/24/2024 13:24,1472.5,1474.7,1471.55,1473.1
1/24/2024 13:27,1473.05,1474.7,1471.25,1472
1/24/2024 13:30,1471.75,1473.05,1470.55,1470.7
1/24/2024 13:33,1470.55,1472.6,1468.65,1469.7
1/24/2024 13:36,1470.25,1471.95,1469,1471.95
1/24/2024 13:39,1471.55,1473.15,1470.7,1472.25
1/24/2024 13:42,1472.15,1472.65,1470.35,1470.45
1/24/2024 13:45,1470.15,1470.85,1468.3,1470
1/24/2024 13:48,1470.25,1470.3,1467.5,1468.65
1/24/2024 13:51,1468.85,1469.35,1466.25,1467.45
1/24/2024 13:54,1467.55,1468.45,1466.55,1468.4
1/24/2024 13:57,1468.35,1468.95,1467.15,1467.35
