Time,Price
2024-02-12 09:15:00,725.7
2024-02-12 09:15:09,722.3
2024-02-12 09:15:49,721
2024-02-12 09:15:55,720.5
2024-02-12 09:16:01,721
2024-02-12 09:16:07,720.2
2024-02-12 09:16:14,720.1
2024-02-12 09:16:15,720
2024-02-12 09:16:16,719.45
2024-02-12 09:16:17,719.25
2024-02-12 09:16:18,719.25
2024-02-12 09:16:19,719.25
2024-02-12 09:16:20,719
2024-02-12 09:16:21,719
2024-02-12 09:16:22,719.2
2024-02-12 09:16:23,719.05
2024-02-12 09:16:24,719.05
2024-02-12 09:16:25,719.25
2024-02-12 09:16:26,719.15
2024-02-12 09:16:27,719
2024-02-12 09:16:28,718.9
2024-02-12 09:16:29,719.25
2024-02-12 09:16:30,719
2024-02-12 09:16:31,718.65
2024-02-12 09:16:32,718.45
2024-02-12 09:16:33,718.5
2024-02-12 09:16:34,718.55
2024-02-12 09:16:35,718.9
2024-02-12 09:16:36,718.4
2024-02-12 09:16:37,718.5
2024-02-12 09:16:38,718.8
2024-02-12 09:16:39,719
2024-02-12 09:16:40,719.35
2024-02-12 09:16:41,719.05
2024-02-12 09:16:42,719.2
2024-02-12 09:16:43,719.05
2024-02-12 09:16:44,718.35
2024-02-12 09:16:45,717.35
2024-02-12 09:16:46,718.4
2024-02-12 09:16:47,717.9
2024-02-12 09:16:48,717.9
2024-02-12 09:16:49,717.95
2024-02-12 09:16:50,717.85
2024-02-12 09:16:51,717.85
2024-02-12 09:16:52,718.05
2024-02-12 09:16:53,717.7
2024-02-12 09:16:54,718.05
2024-02-12 09:16:55,718.05
2024-02-12 09:16:56,717.85
2024-02-12 09:16:57,718
2024-02-12 09:16:58,717.75
2024-02-12 09:16:59,718.1
2024-02-12 09:17:00,718.5
2024-02-12 09:17:01,718.6
2024-02-12 09:17:02,719
2024-02-12 09:17:03,719.1
2024-02-12 09:17:04,719.6
2024-02-12 09:17:05,719.25
2024-02-12 09:17:06,719.05
2024-02-12 09:17:07,719.05
2024-02-12 09:17:09,719.5
2024-02-12 09:17:10,719.35
2024-02-12 09:17:11,719.2
2024-02-12 09:17:12,719.2
2024-02-12 09:17:13,719.2
2024-02-12 09:17:14,719.4
2024-02-12 09:17:15,719.05
2024-02-12 09:17:16,719
2024-02-12 09:17:17,718.75
2024-02-12 09:17:18,718.65
2024-02-12 09:17:19,718.65
2024-02-12 09:17:20,718.55
2024-02-12 09:17:21,718.8
2024-02-12 09:17:22,718.75
2024-02-12 09:17:23,718.75
2024-02-12 09:17:24,718.75
2024-02-12 09:17:25,718.6
2024-02-12 09:17:26,718.55
2024-02-12 09:17:27,718.45
2024-02-12 09:17:28,719
2024-02-12 09:17:29,718.6
2024-02-12 09:17:30,719
2024-02-12 09:17:31,718.7
2024-02-12 09:17:32,718.6
2024-02-12 09:17:33,718.7
2024-02-12 09:17:34,718.9
2024-02-12 09:17:35,718.95
2024-02-12 09:17:36,719.35
2024-02-12 09:17:37,718.75
2024-02-12 09:17:38,719.25
2024-02-12 09:17:39,719.05
2024-02-12 09:17:40,719.05
2024-02-12 09:17:41,719
2024-02-12 09:17:42,719
2024-02-12 09:17:43,719.1
2024-02-12 09:17:44,719.05
2024-02-12 09:17:45,719.5
2024-02-12 09:17:46,719.4
2024-02-12 09:17:47,719.35
2024-02-12 09:17:48,719.1
2024-02-12 09:17:49,719.4
2024-02-12 09:17:50,719.5
2024-02-12 09:17:51,719.45
2024-02-12 09:17:52,719.5
2024-02-12 09:17:53,720.25
2024-02-12 09:17:54,719.85
2024-02-12 09:17:55,720.25
2024-02-12 09:17:56,720.4
2024-02-12 09:17:57,720.15
2024-02-12 09:17:58,720.25
2024-02-12 09:17:59,719.95
2024-02-12 09:18:00,720
2024-02-12 09:18:01,720.15
2024-02-12 09:18:02,720.3
2024-02-12 09:18:03,720.3
2024-02-12 09:18:04,720.15
2024-02-12 09:18:05,720.75
2024-02-12 09:18:06,720.75
2024-02-12 09:18:07,720.7
2024-02-12 09:18:08,720.75
2024-02-12 09:18:09,721.15
2024-02-12 09:18:10,720.95
2024-02-12 09:18:11,721.4
2024-02-12 09:18:12,721
2024-02-12 09:18:13,721.5
2024-02-12 09:18:14,721.25
2024-02-12 09:18:15,721.3
2024-02-12 09:18:16,721.1
2024-02-12 09:18:17,721.3
2024-02-12 09:18:18,721.75
2024-02-12 09:18:19,721.3
2024-02-12 09:18:20,721.2
2024-02-12 09:18:21,721.25
2024-02-12 09:18:22,721.3
2024-02-12 09:18:23,721.75
2024-02-12 09:18:24,721.8
2024-02-12 09:18:25,721.75
2024-02-12 09:18:26,721.4
2024-02-12 09:18:27,721.5
2024-02-12 09:18:28,721.95
2024-02-12 09:18:29,721.4
2024-02-12 09:18:30,721.55
2024-02-12 09:18:31,721.65
2024-02-12 09:18:32,721.75
2024-02-12 09:18:33,721.8
2024-02-12 09:18:34,721.75
2024-02-12 09:18:35,722.15
2024-02-12 09:18:36,721.95
2024-02-12 09:18:37,722.5
2024-02-12 09:18:38,722
2024-02-12 09:18:39,722.55
2024-02-12 09:18:40,722.6
2024-02-12 09:18:41,722.25
2024-02-12 09:18:42,722.6
2024-02-12 09:18:43,722.75
2024-02-12 09:18:44,722.65
2024-02-12 09:18:45,722.6
2024-02-12 09:18:46,722.7
2024-02-12 09:18:47,722.75
2024-02-12 09:18:48,723.1
2024-02-12 09:18:49,723.15
2024-02-12 09:18:50,723.25
2024-02-12 09:18:51,722.8
2024-02-12 09:18:52,723.1
2024-02-12 09:18:53,722.9
2024-02-12 09:18:54,722.6
2024-02-12 09:18:55,722.8
2024-02-12 09:18:56,722.95
2024-02-12 09:18:57,723.05
2024-02-12 09:18:58,723.2
2024-02-12 09:18:59,723.4
2024-02-12 09:19:00,723.65
2024-02-12 09:19:01,723.55
2024-02-12 09:19:02,723.5
2024-02-12 09:19:03,723.95
2024-02-12 09:19:04,724.2
2024-02-12 09:19:05,724
2024-02-12 09:19:06,724.25
2024-02-12 09:19:07,724.55
2024-02-12 09:19:08,724.5
2024-02-12 09:19:09,724.45
2024-02-12 09:19:10,724.65
2024-02-12 09:19:11,724
2024-02-12 09:19:12,724.3
2024-02-12 09:19:13,723.95
2024-02-12 09:19:14,723.85
2024-02-12 09:19:15,723.75
2024-02-12 09:19:46,723.55
2024-02-12 09:19:47,723.8
2024-02-12 09:19:48,723.8
2024-02-12 09:19:49,723.8
2024-02-12 09:19:50,723.45
2024-02-12 09:19:51,723.45
2024-02-12 09:19:52,723.4
2024-02-12 09:19:53,723.1
2024-02-12 09:19:54,722.65
2024-02-12 09:19:55,722.6
2024-02-12 09:19:56,722.9
2024-02-12 09:19:57,722.3
2024-02-12 09:19:58,722.15
2024-02-12 09:19:59,722.15
2024-02-12 09:20:00,722.4
2024-02-12 09:20:01,722.1
2024-02-12 09:20:02,721.95
2024-02-12 09:20:03,722.1
2024-02-12 09:20:04,721.95
2024-02-12 09:20:05,722.15
2024-02-12 09:20:06,722.15
2024-02-12 09:20:07,722.15
2024-02-12 09:20:08,721.65
2024-02-12 09:20:09,722.05
2024-02-12 09:20:10,722
2024-02-12 09:20:11,722
2024-02-12 09:20:12,721.65
2024-02-12 09:20:13,721.6
2024-02-12 09:20:14,721.6
2024-02-12 09:20:15,722
2024-02-12 09:20:16,722.15
2024-02-12 09:20:17,721.8
2024-02-12 09:20:18,721.65
2024-02-12 09:20:19,721.7
2024-02-12 09:20:20,721.7
2024-02-12 09:20:21,721.65
2024-02-12 09:20:22,721.6
2024-02-12 09:20:23,721.6
2024-02-12 09:20:24,721.8
2024-02-12 09:20:25,721.6
2024-02-12 09:20:26,721.8
2024-02-12 09:20:27,721.6
2024-02-12 09:20:28,721.65
2024-02-12 09:20:29,721.5
2024-02-12 09:20:30,721.5
2024-02-12 09:20:31,721.15
2024-02-12 09:20:32,721.2
2024-02-12 09:20:33,721.15
2024-02-12 09:20:34,721.4
2024-02-12 09:20:35,721.1
2024-02-12 09:20:36,720.95
2024-02-12 09:20:37,720.8
2024-02-12 09:20:38,720.5
