Time,Price
2024-02-15 09:15:02,379
2024-02-15 09:15:10,379.85
2024-02-15 09:15:49,380.75
2024-02-15 09:15:55,381.2
2024-02-15 09:16:01,381.5
2024-02-15 09:16:07,380.3
2024-02-15 09:16:12,380.3
2024-02-15 09:16:18,380.35
2024-02-15 09:16:24,379.9
2024-02-15 09:16:29,379.55
2024-02-15 09:16:35,380.05
2024-02-15 09:16:41,380.1
2024-02-15 09:16:47,380.75
2024-02-15 09:16:53,381.7
2024-02-15 09:16:58,382.7
2024-02-15 09:16:59,382.7
2024-02-15 09:17:00,382.7
2024-02-15 09:17:01,382.7
2024-02-15 09:17:02,382.65
2024-02-15 09:17:03,382.25
2024-02-15 09:17:04,382.65
2024-02-15 09:17:05,382.8
2024-02-15 09:17:06,382.7
2024-02-15 09:17:07,382.7
2024-02-15 09:17:08,382.6
2024-02-15 09:17:09,382.65
2024-02-15 09:17:10,382.8
2024-02-15 09:17:11,382.6
2024-02-15 09:17:12,382.65
2024-02-15 09:17:13,382.65
2024-02-15 09:17:14,383.3
2024-02-15 09:17:15,383.5
2024-02-15 09:17:16,383.5
2024-02-15 09:17:17,383.5
2024-02-15 09:17:18,383.4
2024-02-15 09:17:19,383.5
2024-02-15 09:17:20,383.4
2024-02-15 09:17:21,384
2024-02-15 09:17:22,384
2024-02-15 09:17:23,384
2024-02-15 09:17:24,384
2024-02-15 09:17:25,384
2024-02-15 09:17:26,384
2024-02-15 09:17:27,384
2024-02-15 09:17:28,384
2024-02-15 09:17:29,384
2024-02-15 09:17:30,384.15
2024-02-15 09:17:31,384.4
2024-02-15 09:17:32,384.45
2024-02-15 09:17:33,384.95
2024-02-15 09:17:34,384.95
2024-02-15 09:17:35,384.65
2024-02-15 09:17:36,384.65
2024-02-15 09:17:37,383.5
2024-02-15 09:17:38,383.65
2024-02-15 09:17:39,383.1
2024-02-15 09:17:40,382.95
2024-02-15 09:17:41,382.95
2024-02-15 09:17:42,382.8
2024-02-15 09:17:43,383.8
2024-02-15 09:17:44,383.1
2024-02-15 09:17:45,383.1
2024-02-15 09:17:46,383
2024-02-15 09:17:47,383.05
2024-02-15 09:17:48,382.95
2024-02-15 09:17:49,383.05
2024-02-15 09:17:50,383.05
2024-02-15 09:17:51,383.05
2024-02-15 09:17:52,382.9
2024-02-15 09:17:53,383.1
2024-02-15 09:17:54,383.45
2024-02-15 09:17:55,383.35
2024-02-15 09:17:56,382.65
2024-02-15 09:17:57,383
2024-02-15 09:17:58,383
2024-02-15 09:17:59,383
2024-02-15 09:18:00,382.5
2024-02-15 09:18:01,382.6
2024-02-15 09:18:02,382.5
2024-02-15 09:18:03,382.6
2024-02-15 09:18:04,382.5
2024-02-15 09:18:05,383
2024-02-15 09:18:06,382.75
2024-02-15 09:18:07,383
2024-02-15 09:18:08,383.15
2024-02-15 09:18:09,383.05
2024-02-15 09:18:10,383.35
2024-02-15 09:18:11,383.4
