Time,Price
2024-03-15 09:15:07,321
2024-03-15 09:15:15,319.5
2024-03-15 09:15:47,321.65
2024-03-15 09:15:53,321.75
2024-03-15 09:15:58,321.65
2024-03-15 09:16:04,321.95
2024-03-15 09:16:11,321.95
2024-03-15 09:16:52,323.4
2024-03-15 09:16:53,323.45
2024-03-15 09:16:54,323.6
2024-03-15 09:16:55,323.5
2024-03-15 09:16:56,323.7
2024-03-15 09:16:57,323.5
2024-03-15 09:16:58,323.7
2024-03-15 09:16:59,323.8
2024-03-15 09:17:00,323.7
2024-03-15 09:17:01,323.7
2024-03-15 09:17:02,323.8
2024-03-15 09:17:03,323.8
2024-03-15 09:17:04,323.8
2024-03-15 09:17:05,323.6
2024-03-15 09:17:06,323.6
2024-03-15 09:17:07,323.5
2024-03-15 09:17:08,323.75
2024-03-15 09:17:09,323.9
2024-03-15 09:17:10,323.8
2024-03-15 09:17:11,323.75
2024-03-15 09:17:12,324
2024-03-15 09:17:13,324.15
2024-03-15 09:17:14,324.5
2024-03-15 09:17:15,324.55
2024-03-15 09:17:46,324.3
2024-03-15 09:17:47,324.25
2024-03-15 09:17:48,324.35
2024-03-15 09:17:49,324.35
2024-03-15 09:17:50,324.25
2024-03-15 09:17:51,324.35
2024-03-15 09:17:52,324.05
2024-03-15 09:17:54,324.25
2024-03-15 09:17:55,324.15
2024-03-15 09:17:56,324.15
2024-03-15 09:17:57,324.2
2024-03-15 09:17:58,324.3
2024-03-15 09:17:59,324.4
2024-03-15 09:18:00,324.35
2024-03-15 09:18:01,324.35
2024-03-15 09:18:02,324.5
2024-03-15 09:18:03,324.6
2024-03-15 09:18:04,324.7
2024-03-15 09:18:05,324.5
2024-03-15 09:18:06,324.45
2024-03-15 09:18:07,324.25
2024-03-15 09:18:08,324.35
2024-03-15 09:18:09,324.25
2024-03-15 09:18:10,324.05
2024-03-15 09:18:11,324.1
2024-03-15 09:18:12,324.35
2024-03-15 09:18:13,324.45
2024-03-15 09:18:14,324.25
2024-03-15 09:18:15,324.4
2024-03-15 09:18:16,324.65
2024-03-15 09:18:17,324.7
2024-03-15 09:18:18,324.9
2024-03-15 09:18:19,324.9
2024-03-15 09:18:20,324.9
2024-03-15 09:18:21,324.7
2024-03-15 09:18:22,324.85
2024-03-15 09:18:23,324.95
2024-03-15 09:18:24,325
2024-03-15 09:18:25,324.9
2024-03-15 09:18:26,324.95
2024-03-15 09:18:27,324.95
2024-03-15 09:18:28,325
2024-03-15 09:18:29,324.9
2024-03-15 09:18:30,324.9
2024-03-15 09:18:31,325
2024-03-15 09:18:33,324.85
2024-03-15 09:18:34,325.15
2024-03-15 09:18:35,325.1
2024-03-15 09:18:36,325.3
2024-03-15 09:18:37,325.25
2024-03-15 09:18:38,325.2
2024-03-15 09:18:39,325.2
2024-03-15 09:18:40,325.25
2024-03-15 09:18:41,325.2
2024-03-15 09:18:42,325.1
2024-03-15 09:18:43,325
2024-03-15 09:18:44,324.85
2024-03-15 09:18:45,324.7
2024-03-15 09:18:46,324.55
2024-03-15 09:18:47,324.7
2024-03-15 09:18:48,324.7
2024-03-15 09:18:49,325
2024-03-15 09:18:50,324.8
2024-03-15 09:18:51,325
2024-03-15 09:18:52,325
2024-03-15 09:18:53,324.95
2024-03-15 09:18:54,324.95
2024-03-15 09:18:55,324.95
2024-03-15 09:18:56,325
2024-03-15 09:18:57,325.15
2024-03-15 09:18:58,325.15
2024-03-15 09:18:59,324.95
2024-03-15 09:19:00,325
2024-03-15 09:19:01,325
