Time,Price
2024-02-14 09:15:02,708
2024-02-14 09:15:10,706.05
2024-02-14 09:15:17,706.4
2024-02-14 09:15:25,706.9
2024-02-14 09:15:31,707
2024-02-14 09:15:36,707.1
2024-02-14 09:15:42,707.9
2024-02-14 09:15:48,707.8
2024-02-14 09:15:54,707.8
2024-02-14 09:16:00,707.45
2024-02-14 09:16:04,707.55
2024-02-14 09:16:05,707.6
2024-02-14 09:16:06,707.65
2024-02-14 09:16:07,707.75
2024-02-14 09:16:08,707.8
2024-02-14 09:16:09,707.85
2024-02-14 09:16:10,707.8
2024-02-14 09:16:11,708.1
2024-02-14 09:16:12,708.2
2024-02-14 09:16:13,708.4
2024-02-14 09:16:14,708.45
2024-02-14 09:16:15,708.45
2024-02-14 09:16:16,708.55
2024-02-14 09:16:17,708.2
2024-02-14 09:16:18,708.6
2024-02-14 09:16:19,708.7
2024-02-14 09:16:20,708.6
2024-02-14 09:16:21,708.8
2024-02-14 09:16:22,708.8
2024-02-14 09:16:23,708.95
2024-02-14 09:16:24,709.1
2024-02-14 09:16:25,709.4
2024-02-14 09:16:26,709.35
2024-02-14 09:16:27,709.3
2024-02-14 09:16:28,709.1
2024-02-14 09:16:29,709.15
2024-02-14 09:16:30,709.1
2024-02-14 09:16:31,709
2024-02-14 09:16:32,708.9
2024-02-14 09:16:33,709
2024-02-14 09:16:34,708.95
2024-02-14 09:16:35,708.85
2024-02-14 09:16:36,708.65
2024-02-14 09:16:37,708.5
2024-02-14 09:16:38,708.5
2024-02-14 09:16:39,708.05
2024-02-14 09:16:40,708.45
2024-02-14 09:16:41,708.6
2024-02-14 09:16:42,708.4
2024-02-14 09:16:43,708.4
2024-02-14 09:16:44,708.65
2024-02-14 09:16:45,708.4
2024-02-14 09:16:46,708.6
2024-02-14 09:16:47,708.55
2024-02-14 09:16:48,708.9
2024-02-14 09:16:49,708.9
2024-02-14 09:16:50,708.8
2024-02-14 09:16:51,708.85
2024-02-14 09:16:52,708.95
2024-02-14 09:16:53,709.15
2024-02-14 09:16:54,709.05
2024-02-14 09:16:55,709.05
2024-02-14 09:16:56,709.05
2024-02-14 09:16:57,709.1
2024-02-14 09:16:58,709
2024-02-14 09:16:59,709
2024-02-14 09:17:00,708.95
2024-02-14 09:17:01,708.35
2024-02-14 09:17:02,708.9
2024-02-14 09:17:03,708.55
2024-02-14 09:17:04,708.7
2024-02-14 09:17:05,708.65
2024-02-14 09:17:06,708.9
2024-02-14 09:17:07,708.7
2024-02-14 09:17:08,708.85
2024-02-14 09:17:09,708.75
2024-02-14 09:17:10,708.95
2024-02-14 09:17:11,708.75
2024-02-14 09:17:12,708.6
2024-02-14 09:17:13,708.7
2024-02-14 09:17:14,708.55
2024-02-14 09:17:45,708.35
2024-02-14 09:17:46,708.3
2024-02-14 09:17:47,708.3
2024-02-14 09:17:48,708.35
2024-02-14 09:17:49,708.3
2024-02-14 09:17:50,708.55
2024-02-14 09:17:51,708.5
2024-02-14 09:17:52,708.3
2024-02-14 09:17:53,708.5
2024-02-14 09:17:54,708.3
2024-02-14 09:17:55,708.3
2024-02-14 09:17:56,708.3
2024-02-14 09:17:57,708.45
2024-02-14 09:17:58,708.45
2024-02-14 09:17:59,708.55
2024-02-14 09:18:00,708.55
2024-02-14 09:18:01,708.5
2024-02-14 09:18:02,708.15
2024-02-14 09:18:03,708.4
2024-02-14 09:18:04,708.5
2024-02-14 09:18:05,708.3
2024-02-14 09:18:06,708.3
2024-02-14 09:18:07,708.5
2024-02-14 09:18:08,708.5
2024-02-14 09:18:09,708.45
2024-02-14 09:18:10,708.5
2024-02-14 09:18:11,708.5
2024-02-14 09:18:12,708.5
2024-02-14 09:18:13,708.5
2024-02-14 09:18:14,708.45
2024-02-14 09:18:15,708.5
2024-02-14 09:18:16,708.4
2024-02-14 09:18:17,708.4
2024-02-14 09:18:18,708.5
2024-02-14 09:18:19,708.5
2024-02-14 09:18:20,708.4
2024-02-14 09:18:21,708.45
2024-02-14 09:18:22,708.75
2024-02-14 09:18:23,708.65
2024-02-14 09:18:24,708.75
2024-02-14 09:18:25,708.8
2024-02-14 09:18:26,708.9
2024-02-14 09:18:27,708.85
2024-02-14 09:18:28,708.8
2024-02-14 09:18:29,708.8
2024-02-14 09:18:30,708.55
2024-02-14 09:18:31,708.8
2024-02-14 09:18:32,708.6
2024-02-14 09:18:33,708.6
2024-02-14 09:18:34,708.6
2024-02-14 09:18:35,708.85
2024-02-14 09:18:36,708.95
2024-02-14 09:18:37,709
2024-02-14 09:18:38,709.2
2024-02-14 09:18:39,709.15
2024-02-14 09:18:40,709.2
2024-02-14 09:18:41,709.15
2024-02-14 09:18:42,709.15
